index,x_mm,y_mm,z_mm
2233,39.93766,-18.31083,39.18600
2234,61.01580,-15.81473,39.34200
2235,44.65250,-12.76395,39.34200
2236,49.92204,-10.54520,39.18600
2237,39.93766,-35.22881,39.65400
2238,38.27359,-33.01006,39.65400
2239,62.95721,-30.51396,39.65400
2240,65.45330,-27.46318,39.65400
2241,35.77750,-23.85771,39.65400
2242,35.50015,-20.52958,39.49800
2243,60.46111,-17.47880,39.65400
2244,42.98844,-14.42801,39.65400
2245,39.38297,-12.48660,39.65400
2246,45.48454,-36.89288,39.96600
2247,51.03142,-34.67412,39.96600
2248,61.29314,-32.17803,39.96600
2249,42.15641,-29.12724,39.96600
2250,38.27359,-25.79912,39.96600
2251,35.77750,-22.19364,39.96600
2252,35.77750,-18.31083,39.96600
2253,60.73846,-15.53739,39.96600
2254,46.03922,-13.04129,39.96600
2255,44.37516,-10.82254,39.96600
2256,54.35954,-35.78350,40.27800
2257,55.74627,-33.28740,40.27800
2258,59.35173,-30.79131,40.27800
2259,36.33218,-27.18583,40.27800
2260,35.77750,-23.85771,40.27800
2261,35.77750,-19.97489,40.27800
2262,59.07439,-16.64676,40.27800
2263,53.80486,-14.15067,40.27800
2264,41.04703,-11.93192,40.27800
2265,52.14079,-36.89288,40.59000
2266,52.69548,-34.11943,40.59000
2267,61.57049,-31.90068,40.59000
2268,62.40252,-28.29521,40.59000
2269,66.84003,-24.96708,40.59000
2270,35.77750,-21.08427,40.59000
2271,41.32438,-17.75614,40.59000
2272,56.57830,-15.26004,40.59000
2273,48.81266,-13.04129,40.59000
2274,49.92204,-10.82254,40.59000
2275,47.70329,-34.67412,40.90200
2276,42.98844,-32.17803,40.90200
2277,37.16422,-29.68193,40.90200
2278,38.27359,-26.35380,40.90200
2279,38.27359,-22.74833,40.74600
2280,62.12518,-19.69755,40.90200
2281,42.15641,-16.09208,40.74600
2282,43.26579,-13.59598,40.90200
2283,50.75407,-11.09988,40.90200
2284,42.71110,-35.78350,41.21400
2285,59.35173,-33.56475,41.21400
2286,62.95721,-30.51396,41.21400
2287,40.76969,-26.63115,41.21400
2288,35.77750,-22.74833,41.21400
2289,64.89861,-19.69755,41.21400
2290,57.13298,-16.09208,41.05800
2291,49.09001,-13.31864,41.21400
2292,43.54313,-11.09988,41.21400
2293,42.71110,-35.78350,41.52600
2294,46.59391,-33.56475,41.52600
2295,59.07439,-31.06865,41.52600
2296,65.17596,-27.74052,41.52600
2297,40.49234,-23.30302,41.37000
2298,35.77750,-19.97489,41.52600
2299,61.84783,-16.64676,41.52600
2300,57.68767,-14.15067,41.52600
2301,42.15641,-11.37723,41.52600
2302,54.08220,-36.06084,41.83800
2303,39.10563,-33.28740,41.83800
2304,61.84783,-31.62334,41.83800
2305,61.84783,-27.74052,41.83800
2306,64.34393,-23.85771,41.68200
2307,66.00799,-21.36161,41.83800
2308,59.35173,-17.47880,41.83800
2309,54.35954,-14.70536,41.83800
2310,39.93766,-12.48660,41.83800
2311,49.92204,-36.89288,42.15000
2312,48.25798,-34.11943,42.15000
2313,46.03922,-31.62334,41.99400
2314,41.32438,-28.29521,42.15000
2315,66.56268,-24.96708,41.99400
2316,65.73064,-21.08427,42.15000
2317,40.76969,-17.20145,42.15000
2318,42.98844,-14.42801,42.15000
2319,48.25798,-13.04129,42.15000
2320,48.25798,-36.89288,42.46200
2321,57.96502,-34.39678,42.46200
2322,44.92985,-31.90068,42.46200
2323,61.57049,-29.12724,42.46200
2324,63.78924,-25.24443,42.46200
2325,64.06658,-21.63896,42.46200
2326,59.62908,-17.75614,42.46200
2327,58.51970,-14.98270,42.46200
2328,56.02361,-13.59598,42.46200
2329,47.14860,-36.89288,42.77400
2330,57.96502,-34.39678,42.77400
2331,43.82047,-31.62334,42.61800
2332,64.06658,-29.40459,42.77400
2333,36.33218,-24.96708,42.77400
2334,40.49234,-21.08427,42.61800
2335,63.51189,-18.31083,42.77400
2336,37.71890,-15.26004,42.77400
2337,48.25798,-13.59598,42.77400
2338,48.81266,-11.37723,42.77400
2339,49.92204,-34.67412,43.08600
2340,38.55094,-32.17803,43.08600
2341,60.18377,-29.95927,43.08600
2342,62.95721,-26.07646,43.08600
2343,67.39471,-23.30302,43.08600
2344,64.34393,-19.69755,43.08600
2345,41.87906,-16.09208,43.08600
2346,56.85564,-13.87332,43.08600
2347,46.03922,-11.37723,43.08600
2348,56.85564,-34.95147,43.39800
2349,60.18377,-32.73272,43.39800
2350,37.44156,-29.40459,43.39800
2351,62.95721,-26.07646,43.39800
2352,36.33218,-22.19364,43.39800
2353,63.51189,-18.86552,43.39800
2354,41.87906,-15.53739,43.39800
2355,45.48454,-13.59598,43.39800
2356,48.25798,-11.37723,43.39800
2357,49.92204,-34.67412,43.71000
2358,46.31657,-32.17803,43.71000
2359,61.29314,-29.40459,43.71000
2360,63.51189,-26.07646,43.71000
2361,39.93766,-22.19364,43.55400
2362,63.51189,-18.86552,43.71000
2363,56.02361,-15.81473,43.71000
2364,56.57830,-13.87332,43.55400
2365,46.59391,-11.37723,43.71000
2366,49.36735,-34.67412,44.02200
2367,46.31657,-32.17803,44.02200
2368,37.44156,-29.40459,44.02200
2369,40.76969,-26.07646,44.02200
2370,64.06658,-22.74833,44.02200
2371,61.01580,-19.14286,44.02200
2372,42.71110,-15.81473,44.02200
2373,57.13298,-14.15067,44.02200
2374,46.59391,-11.37723,44.02200
2375,48.81266,-34.67412,44.33400
2376,46.31657,-32.17803,44.33400
2377,37.71890,-29.40459,44.17800
2378,63.23455,-26.35380,44.33400
2379,64.06658,-22.74833,44.33400
2380,41.32438,-18.86552,44.33400
2381,42.71110,-15.81473,44.33400
2382,57.13298,-14.15067,44.33400
2383,47.70329,-11.37723,44.33400
2384,50.47673,-34.67412,44.64600
2385,45.76188,-32.17803,44.64600
2386,63.78924,-29.68193,44.64600
2387,66.00799,-25.79912,44.64600
2388,40.21500,-21.63896,44.64600
2389,59.35173,-18.03348,44.64600
2390,54.91423,-15.26004,44.64600
2391,46.03922,-13.59598,44.64600
2392,48.81266,-36.89288,44.95800
2393,40.21500,-33.84209,44.95800
2394,57.96502,-31.62334,44.95800
2395,64.62127,-28.84990,44.95800
2396,39.93766,-24.68974,44.95800
2397,65.73064,-21.08427,44.95800
2398,42.15641,-17.20145,44.80200
2399,51.86345,-14.42801,44.95800
2400,42.43375,-12.20926,44.95800
2401,54.63689,-36.06084,45.27000
2402,47.70329,-33.56475,45.27000
2403,43.82047,-30.79131,45.27000
2404,37.44156,-26.63115,45.27000
2405,66.84003,-22.74833,45.27000
2406,60.18377,-18.86552,45.27000
2407,59.62908,-16.09208,45.27000
2408,55.74627,-13.87332,45.27000
2409,48.25798,-11.37723,45.27000
2410,52.69548,-34.67412,45.58200
2411,57.13298,-32.45537,45.58200
2412,60.73846,-29.40459,45.58200
2413,36.88687,-24.96708,45.58200
2414,63.23455,-21.36161,45.58200
2415,42.43375,-17.75614,45.58200
2416,58.24236,-15.26004,45.58200
2417,54.91423,-13.04129,45.58200
2418,45.48454,-36.33819,45.89400
2419,47.42595,-33.28740,45.89400
2420,43.82047,-30.51396,45.73800
2421,37.44156,-27.18583,45.89400
2422,40.76969,-23.30302,45.89400
2423,64.06658,-19.42020,45.89400
2424,61.01580,-16.92411,45.89400
2425,44.92985,-14.15067,45.89400
2426,46.59391,-11.93192,45.89400
2427,41.04703,-34.67412,46.20600
2428,46.87126,-32.73272,46.20600
2429,42.43375,-29.95927,46.20600
2430,37.44156,-26.07646,46.20600
2431,66.84003,-22.19364,46.20600
2432,59.90643,-18.58817,46.20600
2433,42.98844,-15.53739,46.20600
2434,47.14860,-14.15067,46.20600
2435,47.70329,-36.89288,46.51800
2436,57.96502,-34.39678,46.51800
2437,61.29314,-32.17803,46.51800
2438,37.99625,-28.84990,46.51800
2439,66.28533,-24.96708,46.51800
2440,41.32438,-21.08427,46.51800
2441,62.12518,-18.03348,46.51800
2442,44.09782,-14.98270,46.51800
2443,53.25017,-13.04129,46.51800
2444,53.80486,-36.33819,46.83000
2445,52.69548,-33.56475,46.83000
2446,44.65250,-30.51396,46.83000
2447,62.67986,-27.18583,46.67400
2448,39.93766,-22.74833,46.67400
2449,61.01580,-19.69755,46.83000
2450,61.57049,-17.47880,46.83000
2451,49.64470,-14.42801,46.83000
2452,43.82047,-11.93192,46.83000
2453,56.57830,-35.22881,47.14200
2454,39.66031,-32.73272,47.14200
2455,43.26579,-29.95927,46.98600
2456,65.73064,-26.63115,47.14200
2457,36.88687,-22.19364,47.14200
2458,64.34393,-19.69755,47.14200
2459,37.99625,-16.09208,47.14200
2460,39.38297,-14.15067,47.14200
2461,47.70329,-11.93192,47.14200
2462,51.03142,-34.67412,47.45400
2463,61.01580,-32.45537,47.45400
2464,37.99625,-28.84990,47.45400
2465,66.00799,-25.24443,47.45400
2466,62.40252,-21.63896,47.45400
2467,59.07439,-18.31083,47.45400
2468,43.82047,-15.81473,47.45400
2469,54.08220,-13.31864,47.45400
2470,52.97282,-36.61553,47.76600
2471,52.97282,-33.84209,47.76600
2472,45.48454,-31.34599,47.76600
2473,42.43375,-27.74052,47.76600
2474,65.73064,-25.52177,47.76600
2475,41.32438,-21.63896,47.76600
2476,62.40252,-18.31083,47.76600
2477,39.10563,-14.98270,47.76600
2478,41.60172,-13.04129,47.76600
2479,46.03922,-36.33819,48.07800
2480,46.87126,-33.28740,48.07800
2481,58.79705,-30.79131,48.07800
2482,60.73846,-27.18583,48.07800
2483,66.28533,-24.41240,48.07800
2484,37.44156,-19.97489,48.07800
2485,61.01580,-17.47880,48.07800
2486,43.82047,-14.70536,48.07800
2487,44.37516,-12.48660,48.07800
2488,55.46892,-35.78350,48.39000
2489,60.18377,-33.28740,48.39000
2490,59.90643,-30.23662,48.39000
2491,62.12518,-26.90849,48.39000
2492,66.56268,-23.02567,48.39000
2493,60.73846,-19.42020,48.39000
2494,38.55094,-16.09208,48.39000
2495,49.92204,-14.70536,48.39000
2496,47.70329,-11.93192,48.39000
2497,40.76969,-33.84209,48.70200
2498,46.03922,-31.90068,48.70200
2499,64.06658,-28.84990,48.70200
2500,40.49234,-25.24443,48.70200
2501,66.00799,-20.80692,48.70200
2502,37.99625,-17.20145,48.70200
2503,53.80486,-15.26004,48.70200
2504,44.92985,-12.48660,48.70200
2505,42.15641,-35.22881,49.01400
2506,46.59391,-32.73272,48.85800
2507,38.82828,-29.68193,49.01400
2508,37.99625,-26.07646,49.01400
2509,63.23455,-22.47099,49.01400
2510,41.60172,-18.86552,48.85800
2511,38.55094,-15.53739,49.01400
2512,55.19157,-13.87332,49.01400
2513,51.03142,-36.89288,49.32600
2514,52.69548,-34.11943,49.32600
2515,39.10563,-31.06865,49.32600
2516,64.34393,-28.57256,49.32600
2517,66.28533,-24.96708,49.32600
2518,65.45330,-20.80692,49.32600
2519,61.29314,-17.75614,49.32600
2520,52.14079,-15.26004,49.32600
2521,43.26579,-12.48660,49.32600
2522,56.30095,-35.50616,49.63800
2523,60.18377,-33.28740,49.63800
2524,39.10563,-29.95927,49.63800
2525,61.57049,-27.46318,49.63800
2526,40.21500,-22.74833,49.63800
2527,63.78924,-19.69755,49.63800
2528,59.90643,-16.92411,49.63800
2529,50.47673,-14.70536,49.63800
2530,49.36735,-36.89288,49.95000
2531,47.98063,-33.84209,49.95000
2532,39.66031,-31.62334,49.95000
2533,42.15641,-29.12724,49.95000
2534,65.73064,-25.52177,49.95000
2535,37.44156,-20.52958,49.95000
2536,38.27359,-17.47880,49.95000
2537,50.19938,-14.98270,49.95000
2538,51.03142,-12.76395,49.79400
2539,56.02361,-35.78350,50.26200
2540,40.49234,-33.01006,50.26200
2541,42.71110,-29.95927,50.10600
2542,37.99625,-26.63115,50.26200
2543,37.44156,-22.19364,50.26200
2544,59.90643,-19.14286,50.26200
2545,58.51970,-16.09208,50.26200
2546,40.49234,-13.87332,50.10600
2547,53.25017,-36.89288,50.57400
2548,54.35954,-34.11943,50.57400
2549,44.65250,-31.06865,50.57400
2550,64.62127,-28.29521,50.57400
2551,63.51189,-23.85771,50.57400
2552,37.99625,-19.97489,50.57400
2553,41.32438,-16.64676,50.57400
2554,57.68767,-15.26004,50.57400
2555,47.70329,-12.48660,50.57400
2556,58.24236,-34.67412,50.88600
2557,57.96502,-32.17803,50.88600
2558,43.54313,-28.84990,50.88600
2559,37.99625,-24.41240,50.88600
2560,62.40252,-21.63896,50.88600
2561,41.32438,-18.31083,50.88600
2562,58.51970,-16.09208,50.88600
2563,53.25017,-13.59598,50.88600
2564,53.80486,-36.33819,51.19800
2565,49.92204,-33.56475,51.19800
2566,62.95721,-30.51396,51.19800
2567,61.57049,-26.90849,51.19800
2568,63.51189,-23.30302,51.19800
2569,64.34393,-20.25224,51.19800
2570,57.13298,-17.47880,51.19800
2571,51.58611,-15.26004,51.19800
2572,46.03922,-12.48660,51.19800
2573,51.58611,-34.67412,51.51000
2574,57.68767,-32.45537,51.51000
2575,64.06658,-28.84990,51.51000
2576,41.32438,-24.41240,51.51000
2577,41.60172,-20.80692,51.51000
2578,57.96502,-17.75614,51.51000
2579,57.96502,-15.53739,51.51000
2580,49.92204,-13.04129,51.51000
2581,42.71110,-35.22881,51.82200
2582,57.13298,-33.01006,51.82200
2583,39.10563,-29.40459,51.82200
2584,61.84783,-26.07646,51.82200
2585,62.67986,-21.91630,51.82200
2586,42.43375,-18.31083,51.82200
2587,39.38297,-15.81473,51.82200
2588,52.14079,-13.31864,51.66600
2589,43.82047,-35.78350,52.13400
2590,60.18377,-33.28740,52.13400
2591,63.51189,-29.95927,52.13400
2592,65.73064,-26.07646,52.13400
2593,66.28533,-21.63896,52.13400
2594,38.55094,-18.31083,52.13400
2595,44.65250,-15.53739,52.13400
2596,41.87906,-13.31864,52.13400
2597,54.35954,-36.33819,52.44600
2598,49.92204,-33.56475,52.44600
2599,62.95721,-30.51396,52.44600
2600,38.55094,-26.63115,52.44600
2601,66.28533,-23.30302,52.44600
2602,63.78924,-19.69755,52.44600
2603,39.10563,-16.09208,52.44600
2604,56.02361,-14.70536,52.44600
2605,44.92985,-36.33819,52.75800
2606,59.62908,-33.84209,52.75800
2607,62.12518,-31.34599,52.75800
2608,61.29314,-27.18583,52.75800
2609,37.99625,-22.74833,52.75800
2610,38.27359,-19.14286,52.75800
2611,59.90643,-16.92411,52.75800
2612,40.76969,-14.42801,52.75800
2613,51.58611,-36.89288,53.07000
2614,53.80486,-34.11943,53.07000
2615,39.66031,-31.06865,53.07000
2616,61.29314,-27.74052,53.07000
2617,66.00799,-24.13505,53.07000
2618,38.55094,-19.42020,53.07000
2619,42.71110,-16.92411,53.07000
2620,56.30095,-14.98270,53.07000
2621,49.36735,-36.89288,53.38200
2622,50.47673,-34.11943,53.38200
2623,45.76188,-31.62334,53.38200
2624,60.73846,-28.29521,53.38200
2625,40.21500,-23.85771,53.38200
2626,61.01580,-20.25224,53.38200
2627,57.13298,-17.47880,53.38200
2628,48.25798,-14.98270,53.22600
2629,46.59391,-12.48660,53.38200
2630,48.81266,-34.11943,53.69400
2631,61.84783,-32.17803,53.69400
2632,39.10563,-28.29521,53.69400
2633,62.40252,-24.41240,53.69400
2634,38.55094,-19.97489,53.69400
2635,42.15641,-17.20145,53.53800
2636,45.48454,-15.26004,53.69400
2637,47.14860,-12.76395,53.53800
2638,58.79705,-34.67412,54.00600
2639,57.13298,-32.45537,54.00600
2640,63.78924,-29.12724,54.00600
2641,62.67986,-24.41240,53.85000
2642,42.15641,-20.80692,54.00600
2643,60.73846,-17.75614,54.00600
2644,40.21500,-14.98270,54.00600
2645,48.81266,-13.04129,54.00600
2646,48.25798,-33.84209,54.16200
2647,40.49234,-31.90068,54.31800
2648,60.46111,-28.57256,54.31800
2649,38.27359,-23.85771,54.16200
2650,64.62127,-20.52958,54.31800
2651,42.15641,-17.47880,54.31800
2652,51.58611,-15.81473,54.31800
2653,46.03922,-13.04129,54.31800
2654,42.43375,-34.39678,54.63000
2655,56.85564,-32.17803,54.63000
2656,64.06658,-28.84990,54.63000
2657,40.76969,-23.85771,54.63000
2658,41.04703,-20.80692,54.63000
2659,41.87906,-17.75614,54.63000
2660,45.76188,-15.53739,54.63000
2661,44.92985,-13.04129,54.63000
2662,58.24236,-34.67412,54.94200
2663,40.49234,-31.90068,54.94200
2664,64.06658,-28.84990,54.94200
2665,65.73064,-24.41240,54.94200
2666,42.71110,-21.36161,54.94200
2667,61.57049,-18.58817,54.94200
2668,40.21500,-15.53739,54.94200
2669,50.47673,-13.59598,54.94200
2670,42.98844,-34.95147,55.25400
2671,41.04703,-32.45537,55.25400
2672,39.10563,-28.84990,55.25400
2673,41.60172,-24.96708,55.09800
2674,42.43375,-21.08427,55.25400
2675,57.96502,-18.31083,55.25400
2676,39.93766,-15.81473,55.25400
2677,50.47673,-13.59598,55.25400
2678,57.68767,-35.22881,55.56600
2679,56.57830,-32.45537,55.56600
2680,60.46111,-28.84990,55.41000
2681,41.32438,-24.41240,55.56600
2682,64.62127,-20.52958,55.56600
2683,43.54313,-17.20145,55.56600
2684,47.14860,-15.26004,55.56600
2685,51.03142,-36.89288,55.87800
2686,59.62908,-33.84209,55.87800
2687,40.49234,-31.34599,55.87800
2688,60.73846,-27.74052,55.87800
2689,41.32438,-23.30302,55.87800
2690,59.35173,-19.69755,55.87800
2691,39.66031,-16.64676,55.87800
2692,56.02361,-15.26004,55.87800
2693,54.08220,-36.61553,56.19000
2694,48.81266,-33.56475,56.19000
2695,44.37516,-30.79131,56.19000
2696,64.89861,-26.90849,56.19000
2697,38.55094,-21.63896,56.19000
2698,62.67986,-19.14286,56.19000
2699,40.21500,-16.09208,56.19000
2700,52.69548,-14.15067,56.19000
2701,43.82047,-35.78350,56.50200
2702,60.73846,-33.28740,56.50200
2703,39.93766,-29.95927,56.34600
2704,38.82828,-26.07646,56.34600
2705,61.84783,-21.63896,56.50200
2706,58.24236,-18.58817,56.50200
2707,57.68767,-16.36942,56.50200
2708,48.81266,-13.59598,56.50200
2709,57.68767,-35.22881,56.81400
2710,56.57830,-32.45537,56.81400
2711,43.26579,-29.12724,56.81400
2712,65.73064,-24.96708,56.81400
2713,41.87906,-20.52958,56.81400
2714,44.09782,-17.75614,56.81400
2715,48.25798,-15.81473,56.81400
2716,46.87126,-36.61553,57.12600
2717,53.25017,-34.11943,57.12600
2718,47.70329,-31.90068,57.12600
2719,64.06658,-28.29521,57.12600
2720,65.73064,-23.85771,57.12600
2721,59.62908,-19.97489,57.12600
2722,42.71110,-17.47880,57.12600
2723,56.02361,-15.53739,56.97000
2724,51.03142,-36.89288,57.43800
2725,59.90643,-34.11943,57.43800
2726,45.20719,-31.06865,57.43800
2727,64.34393,-28.01787,57.43800
2728,66.00799,-23.02567,57.43800
2729,57.96502,-18.86552,57.43800
2730,53.80486,-16.92411,57.43800
2731,42.43375,-13.87332,57.43800
2732,55.74627,-36.06084,57.75000
2733,48.81266,-32.73272,57.59400
2734,43.54313,-29.95927,57.75000
2735,61.84783,-26.07646,57.75000
2736,39.10563,-21.08427,57.75000
2737,55.74627,-17.75614,57.75000
2738,58.24236,-16.36942,57.75000
2739,47.14860,-36.89288,58.06200
2740,51.03142,-34.11943,58.06200
2741,57.96502,-31.62334,58.06200
2742,39.38297,-27.74052,57.90600
2743,38.82828,-23.30302,57.90600
2744,59.35173,-19.69755,58.06200
2745,44.92985,-16.92411,58.06200
2746,42.15641,-14.15067,58.06200
2747,54.91423,-36.33819,58.37400
2748,41.60172,-33.01006,58.37400
2749,58.79705,-30.79131,58.37400
2750,39.10563,-26.07646,58.37400
2751,65.73064,-21.63896,58.37400
2752,60.73846,-18.31083,58.37400
2753,46.31657,-16.09208,58.37400
2754,45.20719,-13.31864,58.37400
2755,42.98844,-34.39678,58.68600
2756,41.04703,-31.90068,58.68600
2757,63.51189,-29.40459,58.68600
2758,62.40252,-24.96708,58.68600
2759,64.89861,-20.80692,58.68600
2760,53.80486,-17.20145,58.53000
2761,41.04703,-15.26004,58.68600
2762,52.69548,-36.89288,58.99800
2763,53.80486,-33.56475,58.99800
2764,58.79705,-30.79131,58.99800
2765,64.89861,-26.90849,58.99800
2766,61.01580,-21.36161,58.99800
2767,39.66031,-17.75614,58.99800
2768,46.59391,-16.09208,58.84200
2769,47.70329,-13.59598,58.99800
2770,51.58611,-34.11943,59.31000
2771,57.68767,-31.90068,59.31000
2772,42.98844,-28.29521,59.31000
2773,39.10563,-23.30302,59.31000
2774,39.38297,-18.86552,59.15400
2775,49.92204,-16.92411,59.31000
2776,42.15641,-14.15067,59.31000
2777,57.13298,-35.78350,59.62200
2778,45.76188,-32.17803,59.62200
2779,44.37516,-29.68193,59.62200
2780,65.17596,-25.52177,59.62200
2781,39.10563,-19.97489,59.62200
2782,53.52751,-17.20145,59.62200
2783,54.35954,-15.26004,59.62200
2784,54.91423,-36.89288,59.93400
2785,42.15641,-33.01006,59.93400
2786,40.21500,-29.95927,59.93400
2787,64.89861,-26.35380,59.93400
2788,41.87906,-20.52958,59.93400
2789,55.46892,-18.03348,59.93400
2790,54.63689,-15.53739,59.93400
2791,53.25017,-36.89288,60.24600
2792,54.91423,-33.56475,60.24600
2793,44.65250,-29.95927,60.24600
2794,61.84783,-26.07646,60.24600
2795,60.73846,-21.08427,60.24600
2796,56.02361,-18.31083,60.09000
2797,48.25798,-16.36942,60.24600
2798,47.14860,-36.89288,60.55800
2799,60.18377,-33.84209,60.55800
2800,58.24236,-31.34599,60.55800
2801,39.66031,-27.18583,60.55800
2802,65.73064,-22.74833,60.55800
2803,62.40252,-19.42020,60.55800
2804,50.47673,-16.92411,60.55800
2805,48.25798,-14.15067,60.55800
2806,58.24236,-35.22881,60.87000
2807,61.84783,-32.17803,60.87000
2808,60.46111,-28.84990,60.71400
2809,65.45330,-24.68974,60.87000
2810,39.66031,-19.97489,60.87000
2811,53.25017,-17.20145,60.71400
2812,54.35954,-15.26004,60.87000
2813,55.46892,-36.33819,61.18200
2814,56.02361,-33.01006,61.18200
2815,44.65250,-29.40459,61.18200
2816,65.17596,-25.52177,61.18200
2817,39.10563,-20.52958,61.18200
2818,40.21500,-17.75614,61.18200
2819,56.02361,-16.36942,61.18200
2820,47.14860,-36.89288,61.49400
2821,60.18377,-33.84209,61.49400
2822,41.04703,-30.79131,61.49400
2823,42.71110,-27.46318,61.49400
2824,42.43375,-22.19364,61.49400
2825,57.13298,-19.14286,61.49400
2826,47.98063,-16.64676,61.49400
2827,44.65250,-13.87332,61.49400
2828,44.09782,-34.95147,61.80600
2829,48.81266,-32.45537,61.80600
2830,43.82047,-28.84990,61.65000
2831,42.43375,-24.41240,61.80600
2832,64.06658,-20.52958,61.80600
2833,54.91423,-18.03348,61.80600
2834,41.60172,-15.26004,61.80600
2835,47.14860,-36.89288,62.11800
2836,42.71110,-33.56475,62.11800
2837,44.65250,-30.51396,62.11800
2838,60.46111,-27.46318,62.11800
2839,61.29314,-22.19364,62.11800
2840,40.21500,-18.31083,62.11800
2841,48.25798,-16.92411,62.11800
2842,48.25798,-14.15067,62.11800
2843,43.82047,-34.67412,62.43000
2844,41.32438,-31.62334,62.43000
2845,43.54313,-28.29521,62.43000
2846,39.66031,-23.30302,62.43000
2847,57.41033,-19.42020,62.43000
2848,57.96502,-17.20145,62.43000
2849,43.26579,-14.15067,62.43000
2850,57.96502,-35.50616,62.74200
2851,57.13298,-32.45537,62.74200
2852,59.90643,-28.84990,62.58600
2853,65.17596,-24.41240,62.74200
2854,63.78924,-20.25224,62.74200
2855,46.03922,-17.20145,62.58600
2856,49.36735,-14.70536,62.74200
2857,56.85564,-36.06084,63.05400
2858,61.01580,-33.01006,63.05400
2859,63.51189,-29.95927,63.05400
2860,42.98844,-25.52177,63.05400
2861,60.46111,-21.08427,62.89800
2862,60.46111,-18.58817,63.05400
2863,41.87906,-15.53739,63.05400
2864,47.14860,-36.89288,63.36600
2865,55.74627,-33.28740,63.36600
2866,40.76969,-29.95927,63.36600
2867,64.62127,-26.07646,63.36600
2868,59.90643,-21.08427,63.21000
2869,40.21500,-17.75614,63.36600
2870,53.80486,-15.81473,63.36600
2871,54.91423,-36.89288,63.67800
2872,60.46111,-33.56475,63.67800
2873,45.48454,-30.23662,63.67800
2874,39.66031,-25.52177,63.67800
2875,59.90643,-21.36161,63.67800
2876,59.62908,-18.31083,63.67800
2877,41.32438,-16.09208,63.67800
2878,52.69548,-37.44756,63.99000
2879,59.90643,-34.11943,63.99000
2880,58.51970,-31.06865,63.99000
2881,64.34393,-27.46318,63.99000
2882,61.84783,-22.19364,63.99000
2883,40.21500,-18.86552,63.99000
2884,57.41033,-17.20145,63.99000
2885,47.70329,-37.44756,64.30200
2886,49.64470,-33.84209,64.30200
2887,41.60172,-31.34599,64.30200
2888,43.82047,-28.01787,64.30200
2889,65.45330,-22.74833,64.14600
2890,62.12518,-19.69755,64.30200
2891,49.92204,-17.47880,64.30200
2892,45.48454,-14.15067,64.30200
2893,43.82047,-34.11943,64.61401
2894,47.70329,-31.90068,64.61401
2895,60.18377,-28.29521,64.61401
2896,65.17596,-23.85771,64.61401
2897,39.93766,-19.69755,64.61401
2898,48.81266,-17.47880,64.61401
2899,43.82047,-14.15067,64.61401
2900,59.62908,-34.39678,64.92600
2901,42.15641,-31.90068,64.92600
2902,44.09782,-28.29521,64.92600
2903,62.40252,-23.85771,64.92600
2904,58.79705,-20.25224,64.92600
2905,40.76969,-17.20145,64.92600
2906,44.09782,-14.42801,64.92600
2907,58.79705,-35.22881,65.23800
2908,57.96502,-32.17803,65.23800
2909,60.18377,-28.29521,65.23800
2910,62.40252,-23.85771,65.23800
2911,58.24236,-20.25224,65.23800
2912,46.59391,-17.47880,65.23800
2913,47.42595,-14.42801,65.23800
2914,58.79705,-35.22881,65.55000
2915,57.68767,-32.45537,65.55000
2916,40.76969,-28.29521,65.55000
2917,42.71110,-23.85771,65.39400
2918,57.96502,-19.97489,65.55000
2919,45.48454,-17.47880,65.55000
2920,44.37516,-14.42801,65.39400
2921,58.79705,-35.22881,65.86200
2922,57.68767,-32.45537,65.86200
2923,40.76969,-28.29521,65.86200
2924,39.93766,-24.13505,65.86200
2925,59.35173,-20.80692,65.86200
2926,45.76188,-17.75614,65.86200
2927,50.47673,-15.26004,65.86200
2928,45.20719,-35.50616,66.17400
2929,57.13298,-33.01006,66.17400
2930,44.92985,-29.68193,66.17400
2931,61.84783,-24.96708,66.17400
2932,59.35173,-21.08427,66.01801
2933,54.35954,-18.58817,66.17400
2934,52.69548,-15.81473,66.17400
2935,47.14860,-36.89288,66.48600
2936,52.14079,-33.56475,66.48600
2937,45.76188,-29.95927,66.48600
2938,64.62127,-26.07646,66.48600
2939,40.21500,-21.08427,66.48600
2940,54.35954,-18.58817,66.48600
2941,42.43375,-15.53739,66.48600
2942,55.46892,-36.89288,66.79800
2943,53.80486,-33.56475,66.79800
2944,41.32438,-29.95927,66.79800
2945,61.29314,-26.07646,66.79800
2946,61.57049,-22.47099,66.79800
2947,44.65250,-18.86552,66.79800
2948,56.57830,-17.20145,66.64201
2949,48.25798,-37.44756,67.11000
2950,54.35954,-34.11943,67.11000
2951,42.15641,-31.34599,67.11000
2952,40.49234,-27.18583,66.95400
2953,61.29314,-23.30302,67.11000
2954,62.67986,-20.25224,67.11000
2955,51.03142,-18.03348,67.11000
2956,46.59391,-14.70536,67.11000
2957,44.65250,-34.95147,67.42200
2958,42.43375,-32.17803,67.42200
2959,59.62908,-28.84990,67.42200
2960,42.98844,-23.85771,67.42200
2961,40.21500,-19.97489,67.42200
2962,47.70329,-17.75614,67.26600
2963,49.36735,-15.26004,67.42200
2964,45.76188,-35.50616,67.73400
2965,57.41033,-32.73272,67.73400
2966,44.92985,-29.12724,67.73400
2967,42.98844,-23.85771,67.73400
